title,rating
Secret Healer,7.1
Secret Obsession,4.3
Secret Unrequited Love,6.9
Secrets of Great British Castles,7.7
Secrets of War,7.1
Secrets of the Earth,7.0
Security,5.7
"See No Evil, Hear No Evil",6.9
See You In Time,7.3
See You Yesterday,5.1
Seeing Allred,6.8
Seinfeld,8.8
Seis Manos,7.3
Selection Day,7.3
Self Made: Inspired by the Life of Madam C.J. Walker,7.7
Selfie 69,6.3
Selling Sunset,6.1
Semisweet: Life in Chocolate,6.3
Sen Benim HerSeyimsin,6.3
Sense8,8.6
Sense8: Creating the World,8.6
Seoul Searching,7.0
Serenity,5.4
Sergeant Keroro Super Movie 2: The Deep Sea Princess de arimasu!,6.2
Sergio,6.1
Serial (Bad) Weddings 2,6.1
Seriously Single,4.2
Set It Up,6.5
Seth Meyers: Lobby Baby,7.5
Seth Rogen's Hilarity for Charity,5.0
Setup,4.4
Seven Day Queen,7.8
Seven Seconds,7.0
Seven in Heaven,5.3
Seventeen,7.2
Sex Education,8.3
"Sex, Explained",6.9
Sex: My British Job,6.1
Sextuplets,4.4
Shadow,6.6
Shadow Trade,8.2
Shadow of Truth,8.0
Shadowhunters,8.6
Shaft,6.4
Shaitan,7.2
Shakthi: The Power,6.0
Shameless,8.4
Shanghai Fortress,4.3
Shaolin Martial Arts,6.9
Shark,8.4
Sharknado,3.3
Sharknado 2: The Second One,4.0
Sharknado 4: The 4th Awakens,3.9
Shaun the Sheep: Adventures from Mossy Bottom,8.0
She,6.6
She Did That,6.7
She Was Pretty,7.7
She's Gotta Have It,7.2
She-Ra and the Princesses of Power,8.2
Shelby American,7.3
Shelter,6.1
Shepherds and Butchers,6.8
Sherlock,9.0
Shimmer Lake,6.2
Shimoneta: A Boring World Where the Concept of Dirty Jokes Doesn't Exist,7.1
Shine On with Reese,7.6
Shine Your Eyes,5.9
Shirkers,7.4
Shirobako,8.0
Shooter,8.0
Shopkins,3.4
Short Fuse,6.0
Shot Caller,7.3
Shot in the Dark,8.1
Shotgun Wedding,5.1
Shrew's Nest,6.7
Shtisel,8.6
Shuddhi,7.9
Shutter,7.1
Shéhérazade,7.1
Sicario,7.6
Signal,8.1
Signs,6.1
Silenced,7.6
Silencer,3.9
Silent,6.4
Simon Amstell: Set Free,6.4
Simply Actors,5.3
Sinatra Being Frank,6.4
Sing On! Germany,5.7
Sing On! Spain,7.3
Singapore Social,4.7
Single Street,6.1
Single Tokyo Man,5.3
Sinister Circle,4.6
Sinister Squad,2.1
Sins,2.3
Sintonia,6.6
Sirius the Jaeger,7.5
Sisters,7.6
Sitara: Let Girls Dream,7.3
Six Flying Dragons,8.8
Six Windows in the Desert,4.0
Skew,4.4
Skin Decision: Before and After,5.6
Skins,8.2
Skiptrace,5.7
Sky Ladder: The Art of Cai Guo-Qiang,7.3
Sky Tour: The Movie,8.8
Skylanders Academy,6.5
Skylines,7.6
Slam,6.1
Slasher,6.7
"Sleep, My Love",6.8
Sleepless Society: Insomnia,7.7
Sleepless Society: Two Pillows & A Lost Soul,6.1
Slobbys World,8.4
Slow Country,4.1
Slugterra,6.3
Small Crimes,5.8
Small Shots,7.0
Small Town Crime,6.6
Smile PreCure!,6.5
Smile at the Runway,7.0
Smokin' Aces,6.7
Smoking,7.5
Smoorverliefd,4.9
Smosh: The Movie,3.3
Smurfs: The Lost Village,6.0
Snack World,5.7
Sneekweek,4.7
Snowpiercer,7.4
Soaked in Bleach,7.4
Social Syndrome,7.2
Soekarno,7.0
Sofía Niño de Rivera: Selección natural,6.8
Sol Levante,4.7
Solo,4.9
Some Assembly Required,3.5
Somebody Feed Phil,8.1
Someone Great,6.2
Something in the Rain,8.1
Sometimes,7.2
Somewhere Between,6.2
Somewhere Only We Know,7.4
Son,7.6
Soni,7.2
Sonic Boom,7.0
Sonic X,6.2
"Sonora, the Devil's Highway",6.3
Sons of Anarchy,8.6
Sons of the Caliphate,7.3
Sotus,8.1
Sound & Fury,6.4
Sounding the Alarm: Battling the Autism Epidemic,6.3
South Park,8.7
Southcliffe,7.0
Southern Justice,3.3
Southern Survival,5.7
Southpaw,7.4
Space Force,7.1
Space Racers,7.3
Spark: A Burning Man Story,6.2
Sparta,6.3
Spartacus,8.2
Spartacus: Gods of the Arena,8.5
Special Correspondents,5.8
Spectral,6.3
Spectros,4.5
Spelling the Dream,6.9
Spenser Confidential,6.2
Spice and Wolf,8.0
Spider-Man: Far from Home,7.5
Spinning Out,8.0
Spirit Riding Free,6.5
Spirit Riding Free: Pony Tales,7.5
Spirit Riding Free: Riding Academy,7.5
Spirit Riding Free: Spirit of Christmas,6.0
Spirited Away,8.6
Spivak,5.5
Splatter,3.1
Springsteen on Broadway,8.5
Spy Kids: Mission Critical,6.6
Sr. Pig,5.7
St. Agatha,5.1
Staged Killer,3.4
Stalked by My Doctor,5.5
Stalked by My Doctor: The Return,5.7
Standup and Away! with Brian Regan,5.8
Star Trek: Deep Space Nine,7.9
Star Trek: Discovery,7.3
Star Trek: Enterprise,7.5
Star Trek: The Next Generation,8.6
Star Trek: The Original Series,8.3
Star Trek: Voyager,7.8
Star Wars: The Clone Wars,8.1
StarBeam,7.1
Stash House,4.8
Stateless,7.8
Stay Here,7.5
Steel Rain,7.1
Steins;Gate,8.8
Steins;Gate 0,8.4
Step Outside,4.6
Step Sisters,5.4
Step Up,6.5
Step Up 3D,6.2
Step Up All In,6.0
Step Up Revolution,6.4
Stereo,6.5
Steve Byrne: Champion,7.0
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,7.1
Steven Universe,8.2
Stewart Lee: 41st Best Stand-Up Ever!,8.3
Still,4.4
Still 17,7.8
Still Game,8.9
Still Laugh-In: The Stars Celebrate,5.1
Stone of Destiny,6.8
Stonehearst Asylum,6.8
Storage Wars Canada,3.2
Stories from Our Future,7.0
StoryBots Super Songs,8.4
Stranded in Paradise,5.4
Strange Empire,6.4
Strange Weather,5.9
Stranger,8.6
Stranger Things,8.7
Stree,7.6
Street,4.6
Street Flow,6.4
Street Food,7.7
Street Food: Latin America,8.1
Stretch Armstrong & the Flex Fighters,6.5
Strike a Pose,7.2
Strong Girl Bong-soon,8.4
Strong Island,6.4
Strongland,7.5
Struggle: The Life and Lost Art of Szukalski,8.0
Stunt Science,4.7
Styling Hollywood,6.6
Suburbicon,5.7
Suburra: Blood on Rome,8.0
Sugar Coated,7.5
Sugar High,7.7
Sugar Rush,7.3
Sugar Rush Christmas,6.8
Suicide,5.9
Suits,8.7
Summertime,5.4
Sun Belt Express,6.2
Sun Dogs,6.2
SunGanges,7.4
Sunday's Illness,6.9
Sunderland 'Til I Die,8.2
Sundown,5.4
Sunny,7.8
Sunny Bunnies,7.2
Sunrise,6.3
Super Bheem,5.7
Super Buddies,4.3
Super Dark Times,6.6
Super Drags,5.5
Super Monsters,6.6
Super Monsters Back to School,6.7
Super Monsters Furever Friends,5.8
Super Monsters Monster Pets,6.5
Super Monsters Save Christmas,4.3
Super Monsters Save Halloween,5.4
Super Monsters and the Wish Star,4.9
Super Monsters: Vida's First Halloween,6.2
Super Why!,6.1
Super Zach,7.3
Supergirl,7.0
Superlopez,5.3
Supermensch: The Legend of Shep Gordon,7.4
Supermodel,4.0
Supernatural,8.4
Superstition,5.2
Surviving Hitler: A Love Story,7.5
Survivor,5.6
Sustainable,7.3
Suzumiya Haruhi chan no yûutsu,6.7
Suzzanna: Buried Alive,5.6
Svaha: The Sixth Finger,6.2
Swearnet Live,4.6
Swearnet: The Movie,5.9
Sweet Magnolias,7.4
Sweet Munchies,6.7
Swing State,4.1
Swiped,3.5
Switched,7.1
Sword Art Online,7.6
Sword Art Online Alternative: Gun Gale Online,6.8
Sword Art Online The Movie: Ordinal Scale,7.4
Sword Gai: The Animation,5.9
System Crasher,7.8
"Sí, Mi Amor",3.8
T-34,6.6
TED: The Future We Will Create,7.0
TIME: The Kalief Browder Story,8.5
TUNA Girl,5.5
Taboo,3.6
Tabula Rasa,8.1
Taco Chronicles,7.9
Tactical Force,4.8
Tag,6.1
Taj Mahal 1989,7.6
Take Me,6.1
Take My Brother Away,6.7
Take Your Pills,6.4
Take the 10,4.7
Taken 2,6.3
Taken 3,6.0
Takers,6.2
Takki,7.4
Tale of A-rang,7.4
Tales by Light,8.3
Tales from Earthsea,6.4
Tales of the City,8.1
Talking Tom and Friends,6.2
Tall Girl,5.2
Tallulah,6.7
Tamiô,7.0
Target,4.0
Tarzan and Jane,6.9
Tau,5.8
Taxi Driver,8.3
Taylor Swift: Reputation Stadium Tour,8.3
Taylor Tomlinson: Quarter-Life Crisis,7.4
"Tayo, the Little Bus",5.4
"Te quiero, imbécil",5.8
Team Foxcatcher,7.3
Team Hot Wheels: Build the Epic Race,6.1
Team Hot Wheels: The Skills to Thrill,6.4
Team Kaylie,4.1
Tee Shot: Ariya Jutanugarn,6.8
Teen Titans Go!,5.2
Teen Wolf,7.6
Teenage Bounty Hunters,8.2
Teenage Cocktail,5.8
Tell Me Who I Am,7.6
Tellur Aliens,4.3
Temperature of Love,7.3
Temple,3.6
Tenured,6.0
Terra,8.4
Terrace House,8.2
Terrace House: Aloha State,7.4
Terrace House: Opening New Doors,7.8
Terrace House: Tokyo 2019-2020,7.6
Terrifier,5.6
Terrorism Close Calls,5.3
Thackeray,5.2
That '70s Show,8.1
That Girl in Yellow Boots,6.6
"That Winter, the Wind Blows",7.8
That's It,6.9
The (Silent) War,5.5
The 100,8.2
The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,6.3
The 11th Hour,5.0
The 1st Shop of Coffee Prince,8.2
The 2014 Film Independent Spirit Awards,5.6
The 21st Annual Screen Actors Guild Awards,6.9
The 24 Hour War,7.2
The 3rd Eye,5.1
The 3rd Eye 2,5.5
The 43,7.6
The 4th Company,6.2
The 69th Primetime Emmy Awards,4.9
The 80's India,7.4
The A List,5.4
The A-Team,6.7
The ABCs of Death,4.7
The Accountant of Auschwitz,7.3
The Adventures of Puss in Boots,7.1
The Affair,7.9
The After Party,5.8
The Age of Spin: Dave Chappelle Live at the Hollywood Palladium,8.1
The Alcàsser Murders,7.2
The Alienist: Angel of Darkness,7.9
The Amazing World of Gumball,8.2
The American Meme,7.1
The Americans,8.3
The Amityville Haunting,2.6
The Apostate,5.8
The App,2.6
The Art Star and the Sudanese Twins,7.1
The Asterisk War: The Academy City on the Water,6.8
The Atomic States of America,6.3
The Avenging Eagle,7.4
The Awakening,2.5
The Awakening of Motti Wolkenbruch,6.6
The Axe Murders of Villisca,4.2
The Baby-Sitters Club,7.4
The Babysitter,6.3
The Bad Batch,5.3
The Bad Kids,7.0
The Bag Man,5.2
The Ballad of Buster Scruggs,7.3
The Ballad of Hugo Sánchez,6.5
The Bar,6.3
The Barkley Marathons: The Race That Eats Its Young,7.8
The Bastard Sings the Sweetest Song,7.0
The Battered Bastards of Baseball,8.0
The Beautiful Game,7.2
The Best Hit,7.1
The Beyond,4.8
The Big Combo,7.4
The Big Family Cooking Showdown,7.1
The Big Flower Fight,7.5
The Big Show Show,7.3
The Black Godfather,7.4
The Black Room,3.3
The Blacklist,8.0
The Bleeding Edge,7.7
The Bletchley Circle,8.0
The Bletchley Circle: San Francisco,7.5
The Bling Lagosians,6.7
The Blue Planet,8.0
The Blues Brothers,7.9
The Body,5.4
The Bonfire of Destiny,7.9
The Bookshop,6.5
The Boondocks,8.1
The Booth at the End,8.3
The Boss Baby: Back in Business,6.4
The Boss Baby: Get That Baby!,5.9
The Boss's Daughter,5.5
The Boulet Brothers' DRAGULA: Search for the World's First Drag Supermonster,7.7
The Boy Who Harnessed the Wind,7.6
The Brawler,4.8
The Breadwinner,7.7
The Break,7.7
The Break with Michelle Wolf,5.2
The Breaker Upperers,5.9
The Bride of Habaek,6.8
The Bridge,5.5
The Burial of Kojo,6.4
The Burrow,4.3
The Calling,8.0
The Carer,6.5
The Case Against 8,7.3
The Casketeers,7.2
The Celebrity Plastic Surgeons of Beverly Hills,5.3
The Cell,6.4
The Chalet,7.0
The Characters,5.1
The Chase,6.6
The Chef Show,8.2
The Chefs Line,7.0
The Chord,6.1
The Chosen,5.0
The Chosen One,6.7
The Christmas Chronicles,7.1
The Cimarron Kid,6.4
The Circle: Brazil,6.8
The Circle: France,7.4
The Circus - American Experience,7.7
The Claudia Kishi Club,6.9
The Client,6.8
The Cloverfield Paradox,5.5
The Coldest Game,6.1
The Comedians of Comedy,7.3
The Comedians of Comedy: Live at the El Rey,6.6
The Comedy Lineup,5.8
The Concubine,6.1
The Confession Killer,7.6
The Confession Tapes,7.5
The Could've-Gone-All-the-Way Committee,6.8
The Courier,4.9
The Crash Reel,8.2
The Cravings,7.3
The Creative Brain,6.3
The Crew,6.3
The Crimes That Bind,6.8
The Crimson Rivers,6.8
The Croods,7.2
The Crown,8.6
The Crystal Calls - Making the Dark Crystal: Age of Resistance,7.6
The Cuba Libre Story,7.7
The Culture High,8.2
The Cuphead Show!,8.4
The Curious Creations of Christine McConnell,7.7
The DUFF,6.5
The Daniel Project,5.5
The Danish Girl,7.1
The Dark Crystal: Age of Resistance,8.7
The Darkest Dawn,4.1
The Dawn Wall,8.1
The Day I Met El Chapo: The Kate Del Castillo Story,6.9
The Day Will Come,7.8
The Day the Earth Stood Still,5.5
The Death and Life of Marsha P. Johnson,7.2
The Deep,7.9
The Defected,7.4
The Defenders,8.1
The Defiant Ones,8.5
The Degenerates,6.1
The Departed,8.5
The Deported,4.6
The Devil Next Door,7.7
The Devil and Father Amorth,4.6
The Devil's Own,6.2
The Dictator,6.4
The Director: An Evolution in Three Acts,6.2
The Dirt,7.0
The Dirty Dutch,6.2
The Disappearance of Haruhi Suzumiya,8.1
The Disappearance of Madeleine McCann,6.6
The Disastrous Life of Saiki K.: Reawakened,7.8
The Do-Over,5.7
The Doll Master,2.3
The Dorm,4.1
The Double,5.9
The Dragon Prince,8.6
The Driver,7.0
The Drug King,6.1
The Drunk and on Drugs Happy Funtime Hour,5.1
The Eddy,7.7
The Edge of Democracy,7.1
The Emperor's New Groove,7.3
The Emperor: Owner of the Mask,7.4
The End of the F***ing World,8.2
The Endless Trench,7.2
The English Game,7.8
The Epic Tales of Captain Underpants,6.7
The Epic Tales of Captain Underpants in Space,6.6
The Exorcism of Anna Ecklund,2.4
The Expanding Universe of Ashley Garcia,7.6
The Expanse,8.4
The Expendables 2,6.6
The Experiment,6.8
The F**k-It List,5.1
The Face of Alexandre Dumas: The Man in the Iron Mask,4.9
The Fall,8.2
The Family,6.4
The Fiery Priest,8.2
The Final Girl,3.5
The Final Table,7.7
The Final Year,6.4
The Firm,6.8
The First Line,4.9
The First Temptation of Christ,4.6
The Fix,7.1
The Flash,7.8
The Fluffy Movie: Unity Through Laughter,7.2
The Forest,6.4
The Forest of Love: Deep Cut,6.8
The Forty-Year-Old Version,7.1
The Founder,7.2
The Fourth State,6.1
The Frankenstein Chronicles,7.3
The Fresh Prince of Bel-Air,7.9
The Fury of a Patient Man,6.8
The Gabby Douglas Story,7.0
The Garden,7.3
The Genius of Marian,7.4
The Get Down,8.4
The Ghost Bride,5.8
The Ghost Writer,7.2
The Gift,8.0
The Girl from Monday,5.2
The Girl in the Spider's Web,6.1
The Girl with All the Gifts,6.6
The Go Master,6.3
The Golem,5.6
The Good Bandit,7.6
The Good Cop,7.6
The Good Place,8.3
The Good Road,6.1
The Good Wife,8.3
The Goop Lab,2.4
The Gospel of John,7.6
The Governor,7.3
The Great Father,7.3
The Great Hack,7.0
The Great Heist,7.4
The Great Interior Design Challenge,7.3
The Great Seducer,7.3
The Great Train Robbery,7.4
The Greatest Love,7.9
The Greatest Movie Ever Rolled,6.3
The Gruffalo,7.5
The Guard Post,5.9
The Guernsey Literary and Potato Peel Pie Society,7.4
The Guest House,3.5
The Gunman,5.8
The Half of It,6.9
The Happy Housewife,6.7
The Hater,7.1
The Haunted House: The Secret of the 'Ghost Ball',7.6
The Haunting of Hill House,8.7
The Healing Powers of Dude,6.3
The Heirs,5.7
The Heroes of Evil,6.2
The Highwaymen,6.9
The Hitman's Bodyguard,6.9
The Hobbit: An Unexpected Journey,7.8
The Hockey Girls,7.1
The Holiday Calendar,5.7
The Hollow,7.8
The Hollywood Masters,7.4
The Honeymoon Stand-up Special,6.8
The Hour,7.9
The House Next Door,6.8
The House of Flowers,8.1
The House of Small Cubes,8.3
The Human Centipede (First Sequence),4.4
The Human Centipede II (Full Sequence),3.8
The Hunting Ground,7.4
The Hurt Business,6.4
The I-Land,5.3
The IT Crowd,8.5
The Iceman,6.8
The Iliza Shlesinger Sketch Show,4.8
The Immigrant,6.6
The Impossible,7.6
The Improv: 50 Years Behind the Brick Wall,7.1
The InBESTigators,7.8
The Incident,6.4
The Increasingly Poor Decisions of Todd Margaret,7.6
The Incredible Jessica James,6.5
The Incredible Shrinking Man,7.6
The Indian Detective,6.5
The Inexplicable Universe: Unsolved Mysteries,8.4
The Infiltrator,7.0
The Influence,4.5
The Innocence Files,8.0
The Innocent Man,7.4
The Innocents,5.7
The Intent,4.3
The Investigator: A British Crime Story,5.7
The Invisible Guest,8.1
The Invitation,6.6
The Irishman,7.9
The Irishman: In Conversation,7.4
The Island,5.1
The Italian Job,7.3
The Ivory Game,7.9
The Joel McHale Show with Joel McHale,7.4
The Journey Is the Destination,6.3
The Judgement,6.8
The Jungle Book,4.7
The Jurassic Games,3.8
The Karma Killings,6.9
The Keeper,5.1
The Keepers,8.1
The Killer,6.0
The Killer Is Loose,6.6
The Killing,8.7
The Kindergarten Teacher,6.7
The Kindness Diaries,8.1
The King,7.2
The King 2 Hearts,7.8
The King Loves,7.3
The King of the Streets,4.9
The King's Avatar,8.2
The King: Eternal Monarch,8.3
The Kissing Booth,6.0
The Kissing Booth 2,5.9
The Knight Before Christmas,5.5
The Kominsky Method,8.1
The Land of College Prophets,3.3
The Land of Steady Habits,6.2
The Larva Island Movie,5.1
The Last Czars,7.3
The Last Dance,9.2
The Last Days of American Crime,3.6
The Last Empress,6.3
The Last Hangover,6.2
The Last Heist,3.5
The Last Kids on Earth,7.5
The Last Kingdom,8.9
The Last Laugh,5.6
The Last Legion,5.4
The Last Runway,6.0
The Last Stand,6.3
The Last Summer,5.6
The Last Thing He Wanted,4.3
The Last of Robin Hood,5.7
The Laundromat,6.3
The Laws of Thermodynamics,6.1
The Lazarus Papers,4.1
The Legacy of a Whitetail Deer Hunter,5.5
The Legacy of the Bones,6.2
The Legend of Cocaine Island,6.3
The Legend of Drunken Master,7.6
The Legend of Korra,8.4
The Legend of White Snake,7.8
The Letdown,7.5
The Letter for the King,6.6
The Liar and His Lover,6.9
The Lies Within,6.7
The Light in Your Eyes,8.1
The Lighthouse of the Whales,6.7
The Little Mermaid,4.2
The Little Prince,7.7
The Little Switzerland,4.8
The Lizzie Borden Chronicles,7.0
The Lookout,5.7
The Lorax,6.4
The Lord of the Rings: The Fellowship of the Ring,8.8
The Lord of the Rings: The Return of the King,8.9
The Lord of the Rings: The Two Towers,8.7
The Lost Brother,6.5
The Lost World: Jurassic Park,6.6
The Love Section,5.8
The Lovebirds,6.0
The Lucky One,6.5
The Machine,6.1
The Mafia Dolls,6.6
The Magic School Bus Rides Again,6.2
The Magic School Bus Rides Again: Kids in Space,6.1
The Maid,5.7
The Main Event,4.7
The Makeover,5.7
The Man Who Can't Get Married,8.2
The Man Without Gravity,6.3
The Mansion,4.7
The Marker,5.4
The Mars Generation,6.4
The Match,4.8
The Maus,4.8
The Meaning of Monty Python,7.7
The Mechanism,8.4
The Melancholy of Haruhi Suzumiya,7.8
The Memory of Water,6.1
The Mercy,6.0
The Meyerowitz Stories,6.9
The Midnight Gospel,8.5
The Millennium Bug,4.4
"The Mind, Explained",7.9
The Ministry of Time,8.2
The Mire,7.0
The Missing,8.1
The Missing Ingredient: What is the Recipe for Success?,7.7
The Mist,6.3
The Modest Heroes of Studio Ponoc,6.5
The Moon That Embraces the Sun,8.0
The Most Assassinated Woman in the World,5.3
The Most Hated Woman in America,6.1
The Motive,6.5
The Movies That Made Us,8.0
The Mr. Peabody & Sherman Show,6.7
The Mudge Boy,7.1
The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble,7.7
The Musketeers,8.1
The Naked Civil Servant,7.9
The Naked Director,7.8
The Negro Soldier,5.9
The Neighbor,6.2
The New Legends of Monkey,7.7
The Next Three Days,7.4
The Nice Guys,7.4
The Night Comes for Us,7.0
The Night of the Wild Boar,4.3
The Numbers Station,5.6
The OA,8.5
The Occupant,6.3
The Old Guard,6.7
The Ollie & Moon Show,8.2
The One I Love,7.1
The Order,7.6
The Oscars,6.3
"The Other One: The Long, Strange Trip of Bob Weir",7.4
The Other Side of the Wind,6.8
The Outsider,6.3
The Overnighters,7.4
The Package,5.5
The Pact II,4.4
The Painted Veil,7.5
The Panama Papers,7.0
The Paradise,7.7
The Perfect Date,5.8
The Perfect Dictatorship,7.2
The Perfect Host,6.8
The Perfection,6.1
The Pharmacist,8.0
The Philly Kid,5.7
The Pill,5.4
The Plagues of Breslau,5.7
The Plan,7.1
The Platform,7.0
The Player,4.7
The Players,4.7
The Poison Rose,4.7
The Politician,8.1
The Politician's Husband,7.6
The Polka King,5.9
The Poltergeist of Borley Forest,2.5
The Post,7.2
The Precipice Game,4.7
The Prince of Tennis - Match! Tennis Juniors,8.1
The Princess Switch,6.0
The Princess Weiyoung,7.6
The Principal,7.5
The Professor and the Madman,7.3
The Promise,6.0
The Promised Neverland,8.7
The Promotion,5.6
The Protector,7.1
The Puffy Chair,6.5
The Punisher,8.8
The Quake,6.2
The Queen and the Conqueror,7.2
The Quick and the Dead,6.4
The Rachel Divide,6.1
The Rain,6.7
The Ranch,7.9
The Real Housewives of Atlanta,4.3
The Real Housewives of Beverly Hills,4.9
The Real Housewives of New York City,4.3
The Real Miyagi,7.1
The Rebel Hong Gil Dong,8.2
The Reconquest,6.6
The Reconstruction of William Zero,5.4
The Red Sea Diving Resort,6.6
The Red Thread,5.4
The Redeemed and the Dominant: Fittest on Earth,7.1
The Redhead from Wyoming,6.2
The Remix: Hip Hop X Fashion,6.9
The Reservoir Game,6.0
The Resistance Banker,6.9
The Returned,7.4
The Revenant,8.0
The Ridiculous 6,4.8
The Rise of Phoenixes,8.6
The Rising of the Shield Hero,8.1
The Ritual,6.3
The River Thief,5.3
The Road to Calvary,7.7
The Road to El Camino: A Breaking Bad Movie,7.1
The Road to Love,8.7
"The Rolling Stones Olé, Olé, Olé!: A Trip Across Latin America",7.5
The Russian Revolution,6.6
The Ruthless,6.2
The Ryuo's Work Is Never Done!,6.0
The Saint,4.9
The Sam Kinison Family Entertainment Hour,6.7
The Sandhamn Murders,6.6
The Santiso Report,4.9
The Scholar Who Walks the Night,7.2
The School of Mischief,6.3
The Search for General Tso,6.9
The Search for Life in Space,6.4
The Secret Life of My Secretary,7.3
The Secret World of Arrietty,7.6
The Secrets of Emily Blair,4.1
The Sense8 Experience,8.9
The Seven Deadly Sins,8.1
The Seven Deadly Sins: Prisoners of the Sky,7.1
The Shack,6.3
The Shannara Chronicles,7.2
The Short Game,7.4
The Siege of Jadotville,7.2
The Silence,6.3
The Silence of the Marsh,4.9
The Silence of the Sky,6.5
The Silenced,5.7
The Similars,5.9
The Sinner,8.0
The Skin of the Wolf,5.8
The Sklar Brothers: What Are We Talking About,5.8
The Sky Is Pink,7.5
The Sleeping City,6.8
The Sleepover,5.5
The Smurfs,7.2
The Social Dilemma,7.8
The Society,7.3
The Son,5.4
The Sound of Your Heart,8.3
The Sound of Your Heart Reboot,5.6
The Spaghetti West,7.3
The Speed Cubers,7.5
The SpongeBob Movie: Sponge on the Run,6.4
The Spooky Tale of Captain Underpants Hack-a-Ween,5.8
The Spy,7.9
The Spy Who Fell to Earth,6.6
The Square,8.1
The Standups,6.6
The Stolen Daughter,7.1
The Stranded,6.8
The Stranger,7.7
The Submarine Kid,5.8
The Suite Life of Zack & Cody,6.5
The Sunshine Makers,7.0
The Surrogate,4.6
The Tale of Nokdu,7.9
The Tale of The Princess Kaguya,8.0
The Task,4.3
The Tatami Galaxy,8.5
The Tayo Movie: Mission Ace,4.8
The Team,6.8
The Ten Commandments,7.8
The Testimony,7.3
The Third Charm,6.1
The Time in Between,8.4
The Titan,4.8
The Titan Games,7.1
The Tourist,6.0
The Toys That Made Us,8.0
The Trader,6.7
The Tree of Blood,6.4
The Trial,7.0
The Trials of Gabriel Fernandez,8.3
The Tribe,5.8
The True Story of Alexander the Great,7.6
The Truth Is in the Stars,6.7
The Tudors,8.1
The Twelve,7.5
The Two Popes,7.6
The Ugly Truth,6.4
The Umbilical Brothers: The Rehearsal,8.9
The Umbrella Academy,8.4
The Unauthorized Bash Brothers Experience,7.0
The Unbelievers,6.9
The Unborn Child,4.7
The Underclass,7.0
The Unguarded Moment,6.4
The Unknown Hitman: The Story of El Cholo Adrían,7.1
The Unlikely Girl,5.4
The Unlisted,6.4
The Unremarkable Juanquini,4.3
The Untamed,8.9
The Valhalla Murders,7.1
The Vampire Diaries,7.7
The Veil,4.7
The Vexxer,6.1
The Victims' Game,7.4
The Vietnam War,8.6
The Waiting Room,7.0
The Walking Dead,8.4
The Wandering Earth,6.0
The War Against Women,6.9
The Warning,5.9
The Warrior's Way,6.3
The Watcher,5.4
The Way Home,5.9
The Wedding Party,4.7
The Whistler,5.4
The White Helmets,7.5
The Who Was? Show,6.5
The Whole Truth,5.5
The Wiggles,5.8
The Willoughbys,6.4
The Wind Blows,7.6
The Wind Rises,7.8
The Windsors,7.3
The Witcher,8.2
The Witness,7.0
The Wolf's Call,6.9
The Woods,6.8
The World Before Her,7.6
The World Is Yours,6.4
The World of the Married,8.2
The World's Most Extraordinary Homes,7.8
The World's Oddest Animal Couples,7.8
The Worthy,5.2
The Writer,6.5
The Wrong Missy,5.7
The Yard,7.2
Thelma,7.0
Theo Maassen: Vankwaadtoterger,7.6
Theo Von: No Offense,5.6
Theo Who Lived,6.8
There's Something About Mary,7.1
There's Something in the Water,6.8
They Call Me Jeeg,7.1
They'll Love Me When I'm Dead,7.4
"Thi Mai, rumbo a Vietnam",6.0
Thiago Ventura: Pokas,6.7
Thieves of the Wood,7.7
Think Like a Dog,5.1
ThirTEEN Terrors,6.9
This Film Is Not Yet Rated,7.5
This Is England,7.7
This Is the Life,6.0
This Means War,6.3
Thithi,8.2
Those Were the Days,5.7
Three,7.3
Three Days of Christmas,6.8
"Three Wives, One Husband",6.5
Three-Quarters Decent,3.6
Thriller,3.7
Tidelands,7.0
Tidying Up with Marie Kondo,6.6
Tiffany Haddish Presents: They Ready,6.1
Tiffany Haddish: Black Mitzvah,6.1
Tiffany Haddish: She Ready! From the Hood to Hollywood,6.6
Tig,7.4
Tig Notaro: Happy To Be Here,6.6
Tiger King,7.4
Tiger Orange,6.5
"Tiger, Blood in the Mouth",5.6
Tigertail,6.4
Tijuana,7.1
Tikli and Laxmi Bomb,8.2
Til Death Do Us Part,6.4
Tim Allen Rewires America,5.8
Tim Allen: Men Are Pigs,6.0
Tim Minchin So F**king Rock,8.1
Tim Minchin and the Heritage Orchestra,8.5
Time Share,6.0
Time Sweep,6.1
Time Trap,6.3
Time to Eat with Nadiya,7.4
Time to Hunt,6.3
Timeless,8.4
Tiny Creatures,4.6
Tiny House Nation,7.2
Tiramisu,6.6
Titans,7.9
To All the Boys I've Loved Before,7.1
To All the Boys: P.S. I Still Love You,6.0
"To Each, Her Own",5.3
To Kill a Mockingbird,8.2
To the Bone,6.8
Toc Toc,6.8
Todd Barry: Spicy Honey,6.8
Todd Glass: Act Happy,5.0
Todd Glass: Talks About Stuff,6.1
Todo sobre el asado,6.6
Together with Me,8.0
Tokyo Trial,8.0
Tom Papa: Live in New York City,7.2
Tom Papa: You're Doing Great!,7.1
Tom Segura: Ball Hog,7.3
Tom Segura: Completely Normal,7.8
